cq_id;use_case;scenario_step;dimension;question
CQ01714;UC-4;Cross-graph drill-down for explainable investigation;Retrieval;Return payload bodies associated with UC-4 during Cross-graph drill-down for explainable investigation scoped to requests without responses.
CQ01715;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Summarize the count of payload bodies for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to requests without responses.
CQ01716;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Validation;What checks can validate that reconstructed payloads preserve encoding metadata for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns?
CQ01717;UC-4;;Retrieval;List response headers associated with UC-4 scoped to exchanges with parameters.
CQ01718;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Inspection;For a selected exchange in UC-4 during Report-oriented outputs and reproducible SPARQL question patterns, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01719;UC-4;Cross-graph drill-down for explainable investigation;Traceability;Trace a resolver to its related all findings in UC-4 during Cross-graph drill-down for explainable investigation without relying on manual string parsing.
CQ01720;UC-4;Finding-centric triage and vulnerability-based aggregation;Inspection;For a selected exchange in UC-4 during Finding-centric triage and vulnerability-based aggregation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01721;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Retrieve HTML artifacts associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns scoped to a specific authority.
CQ01722;UC-4;Cross-graph drill-down for explainable investigation;Quantification;Count URI targets for UC-4 during Cross-graph drill-down for explainable investigation scoped to exchanges with parameters.
CQ01723;UC-4;Request-centric exploration and deterministic detail reconstruction;Quantification;How many HTTP responses are available for UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to findings with severity descriptors.
CQ01724;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Show request headers associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns scoped to exchanges with HTML artifacts.
CQ01725;UC-4;;Quantification;How many URI targets are available for UC-4 scoped to findings with severity descriptors.
CQ01726;UC-4;Cross-graph drill-down for explainable investigation;Traceability;Link a finding to its related evidence anchors in UC-4 during Cross-graph drill-down for explainable investigation without relying on manual string parsing.
CQ01727;UC-4;Request-centric exploration and deterministic detail reconstruction;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-4 during Request-centric exploration and deterministic detail reconstruction?
CQ01728;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Trace a finding to its related resolver provenance in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01729;UC-4;Request-centric exploration and deterministic detail reconstruction;Retrieval;Return parameters associated with UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to exchanges with parameters.
CQ01730;UC-4;Cross-graph drill-down for explainable investigation;Retrieval;List findings associated with UC-4 during Cross-graph drill-down for explainable investigation scoped to a specific method.
CQ01731;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;Summarize the count of request headers for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns scoped to exchanges with parameters.
CQ01732;UC-4;;Retrieval;Retrieve jobs associated with UC-4 scoped to exchanges with cookies.
CQ01733;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show parameters associated with UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to requests without responses.
CQ01734;UC-4;;Inspection;Given a selected exchange in UC-4, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01735;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;Count request–response exchanges for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns scoped to requests with responses only.
CQ01736;UC-4;;Traceability;Follow a resolver to its related all findings in UC-4 without relying on manual string parsing.
CQ01737;UC-4;;Quantification;Summarize the count of cookies for UC-4 scoped to a specific path prefix.
CQ01738;UC-4;Cross-graph drill-down for explainable investigation;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-4 during Cross-graph drill-down for explainable investigation?
CQ01739;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Follow a URI target to its related all exchanges in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01740;UC-4;Cross-graph drill-down for explainable investigation;Traceability;Drill down from a job identifier to its related produced findings in UC-4 during Cross-graph drill-down for explainable investigation without relying on manual string parsing.
