cq_id;use_case;scenario_step;dimension;question
CQ01743;UC-4;Request-centric exploration and deterministic detail reconstruction;Inspection;For a selected HTTP response in UC-4 during Request-centric exploration and deterministic detail reconstruction, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01744;UC-4;Request-centric exploration and deterministic detail reconstruction;Quantification;How many rules are available for UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to a specific path prefix.
CQ01745;UC-4;;Traceability;Link a finding to its related resolver provenance in UC-4 without relying on manual string parsing.
CQ01746;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Follow a job identifier to its related produced findings in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01747;UC-4;Cross-graph drill-down for explainable investigation;Retrieval;Return findings associated with UC-4 during Cross-graph drill-down for explainable investigation scoped to a specific dataset.
CQ01748;UC-4;Finding-centric triage and vulnerability-based aggregation;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-4 during Finding-centric triage and vulnerability-based aggregation?
CQ01749;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;How many parameters are available for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to a specific authority.
CQ01750;UC-4;Request-centric exploration and deterministic detail reconstruction;Inspection;For a selected HTTP request in UC-4 during Request-centric exploration and deterministic detail reconstruction, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01751;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Count URI targets for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to findings with severity descriptors.
CQ01752;UC-4;;Traceability;Link a URI target to its related all exchanges in UC-4 without relying on manual string parsing.
CQ01753;UC-4;Request-centric exploration and deterministic detail reconstruction;Traceability;Drill down from a job identifier to its related persisted evidence in UC-4 during Request-centric exploration and deterministic detail reconstruction without relying on manual string parsing.
CQ01754;UC-4;Request-centric exploration and deterministic detail reconstruction;Quantification;Compute the number of rules for UC-4 during Request-centric exploration and deterministic detail reconstruction scoped to exchanges with parameters.
CQ01759;UC-4;Finding-centric triage and vulnerability-based aggregation;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-4 during Finding-centric triage and vulnerability-based aggregation?
CQ01760;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;List request headers associated with UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to requests with responses only.
CQ01761;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Traceability;Follow a URI target to its related all exchanges in UC-4 during Report-oriented outputs and reproducible SPARQL question patterns without relying on manual string parsing.
CQ01762;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Retrieve cookies associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns scoped to exchanges with payload bodies.
CQ01763;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;How many response headers are available for UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to exchanges with cookies.
CQ01764;UC-4;Request-centric exploration and deterministic detail reconstruction;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-4 during Request-centric exploration and deterministic detail reconstruction?
CQ01765;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Enumerate HTTP responses associated with UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to a specific authority.
CQ01766;UC-4;Request-centric exploration and deterministic detail reconstruction;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-4 during Request-centric exploration and deterministic detail reconstruction?
CQ01768;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Drill down from a resolver to its related all findings in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01770;UC-4;Finding-centric triage and vulnerability-based aggregation;Traceability;Link a finding to its related resolver provenance in UC-4 during Finding-centric triage and vulnerability-based aggregation without relying on manual string parsing.
CQ01771;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Retrieve findings associated with UC-4 during Finding-centric triage and vulnerability-based aggregation scoped to exchanges with payload bodies.
CQ01772;UC-4;Cross-graph drill-down for explainable investigation;Retrieval;Retrieve request–response exchanges associated with UC-4 during Cross-graph drill-down for explainable investigation scoped to a specific dataset.
